,0
0,3515.7866959403163
1,3358.67871178965
2,3393.442394237051
3,3176.6164064307764
4,3130.744777476994
5,3497.9397571011027
6,3128.471939481913
7,3505.223934905574
8,2887.5333149605294
9,2411.8844480915745
10,3114.889345744706
11,3281.9544557697386
12,3611.9113985637555
13,3505.223934905574
14,3051.5076253596503
15,3133.3642703057703
16,1803.4815812520728
17,3130.04720036599
18,3113.0019757913988
19,3114.889345744706
20,3130.04720036599
21,3273.201171888527
22,3123.6336066354966
23,3264.841565731545
24,3133.9062827129005
25,3114.889345744706
26,3113.0019757913988
27,2403.3273439150244
28,3680.341178256214
29,3327.543219821369
30,3125.2088675195737
31,3042.7309159264223
32,3065.972019611567
33,3287.61327154585
34,2418.711845376428
35,3121.63805070039
36,3646.086849868565
37,3113.0019757913988
38,3051.5076253596503
39,3125.092508844462
40,3381.5628863914103
41,3263.2574995224054
42,2295.631903488185
43,3307.0607837455427
44,3481.102430096455
45,2728.9115455820493
46,3123.6336066354966
47,3032.4259519337193
48,3118.249195369766
49,3042.967690173968
50,3037.690141831287
51,3318.862531104241
52,3051.5076253596503
53,3967.501388424227
54,4129.393184134548
55,3475.6001068214773
56,3105.846775746391
57,3130.04720036599
58,3113.0019757913988
59,3109.4838540867113
60,3062.0673331657495
61,3321.623302278367
62,3168.7413344826723
63,3515.7866959403163
64,2337.787429464786
65,3123.6336066354966
66,3168.7413344826723
67,2418.711845376428
68,3655.2459161240567
69,3113.0019757913988
70,1845.538215445174
71,3051.5076253596503
72,3669.1028237582063
73,2984.237425952198
74,4077.647800579905
75,3498.3497324793093
76,3128.471939481913
77,3130.04720036599
78,3051.5076253596503
79,3051.5076253596503
80,3051.5076253596503
81,3126.5851453139776
82,3196.8997148683657
83,3113.0019757913988
84,3113.0019757913988
85,3290.1170250883624
86,3293.3878095968576
87,3505.223934905574
88,3113.2282919548206
89,3646.019550358888
90,3118.249195369766
91,3109.4838540867113
92,3629.9443339048275
93,3752.428440525811
94,3113.0019757913988
95,3083.007780944684
96,3126.5851453139776
97,2934.5671420621625
98,3401.121382332289
99,3510.1689364854333
100,3112.2264385509684
101,3317.0914485554326
102,3687.529240365262
103,3130.04720036599
104,3051.5076253596503
105,3130.04720036599
106,3051.5076253596503
107,3133.3642703057703
108,3037.355176527448
109,3497.9397571011027
110,3276.4537466821866
111,3177.751377320532
112,3163.6395907655015
113,3962.2852977616117
114,3321.623302278367
115,3500.2489131929096
116,4118.907536726
117,3128.9319467887
118,3287.61327154585
119,3256.8445253522855
120,3107.5910306143683
121,3113.0019757913988
122,3123.6336066354966
123,3675.0100610577124
124,3100.879237515936
125,3519.9197385509997
126,3247.3954387117583
127,3042.967690173968
128,3611.9113985637555
129,3118.249195369766
130,3475.9332425853813
131,3130.3949313813205
132,3505.223934905574
133,3275.535524951364
134,3204.731627448824
135,3114.889345744706
136,3109.4838540867113
137,3118.249195369766
138,3298.168388899421
139,3188.8698903634495
140,3051.5076253596503
141,3112.2264385509684
