,0
0,733.8435179636294
1,4131.753465286854
2,3542.167414968442
3,2637.2074434806336
4,4412.505765093624
5,2021.0566622313065
6,418.29695613281916
7,6481.697297593579
8,3052.610260402124
9,480.8226183418741
10,4080.181465433829
11,5935.540160805089
12,2949.661794042787
13,4201.380200520171
14,795.786584766907
15,5620.541429543048
16,479.4594201663204
17,2812.8974473725734
18,2935.629144811779
19,4938.456576289806
20,3305.1771822486385
21,5829.254326285623
22,635.1768683280726
23,1027.304692726161
24,6495.508272975567
25,1397.4034919621815
26,4475.8436299268715
27,242.92398260117392
28,6038.210579209174
29,1760.6191586725865
30,3857.895773955506
31,613.9487598151031
32,6457.199784744819
33,3113.3336952857608
34,778.6912613886813
35,5799.556545194829
36,713.1213720374011
37,555.8276458184891
38,5695.226218463523
39,297.5646409849219
40,4153.843904598852
41,5169.902603334116
42,3444.3276071960136
43,5791.200065931816
44,3234.258776871838
45,852.75956584525
46,2343.5747510905085
47,4507.030117664793
48,4797.627354556363
49,5852.439449285217
50,3147.720946640256
51,4439.774180678893
52,232.74878392847984
53,5015.431664518187
54,1386.4357307042974
55,2238.837427447691
56,773.2261626168025
57,3609.4490775072227
58,5398.014092418907
59,2943.935950880008
60,2686.0536466462177
61,4507.480611805005
62,388.9160086047678
63,6131.694200276368
64,3156.6451156994585
65,330.2903587375412
66,4470.055448993597
67,2979.4551556926117
68,4439.453999412417
69,262.92885477692255
70,973.6834792979704
71,270.6583297810109
72,3781.304594459051
73,3793.1135238280376
74,5065.79158515346
75,1101.834615624936
76,3056.7915801427903
77,5086.802535610681
78,5947.253343591261
79,962.2483508708385
80,915.0266139694318
81,5621.280217688661
82,3363.763616880695
83,887.1247233568159
84,863.7533199523676
85,2778.039874661232
86,4549.346207088025
87,2617.119677807232
88,5692.6070179425105
89,5333.540837415701
90,4895.936324095023
91,2383.750558693922
92,2775.7406306640505
93,6086.803377388333
94,1653.3050728073536
95,3161.7207636852727
96,1476.4545382568174
97,410.53299031205097
98,5143.836848380179
99,4963.248894451417
100,1440.9511225893282
101,3285.282437814806
102,1346.3443842167708
103,595.7894339399204
104,3481.2788271897157
105,5251.995198169203
106,1057.201547716242
107,5358.118744931531
108,2608.1611548440364
109,964.7598552575473
110,5783.76428407568
111,4821.884267332943
112,6714.660620942327
113,5028.587530477355
114,4504.714714396071
115,4385.388354432545
116,2924.6177678582308
117,6057.1002064180175
118,6491.575208807843
119,909.7102511058577
120,296.10551220278944
121,3410.583065361825
122,4301.5171457426995
123,4724.69512119033
124,554.2524687618469
125,5634.1385288969295
126,4848.878590767
