,0
0,740.8446945241299
1,4397.482577729959
2,3515.462481393231
3,2748.782217276666
4,4224.682723175294
5,2929.912757889967
6,449.4087156232122
7,6344.485737807109
8,2916.0902251233633
9,460.19233207187943
10,4184.810186517601
11,6088.255666353365
12,2763.1525092599327
13,4243.038568469927
14,901.0050614316436
15,5453.455148190989
16,464.10287505259527
17,2812.6481777634754
18,3031.500695989017
19,5210.438672028191
20,3104.4544474085037
21,5588.308939404687
22,781.674027560887
23,867.6233684133812
24,6407.004785062204
25,1359.6740403215929
26,4560.862451504512
27,369.44226566476254
28,6017.59594423362
29,1690.4625505010329
30,4037.032581157619
31,621.3821590899526
32,6433.744191057229
33,2956.9943669651666
34,900.0948021123363
35,5940.4409534410015
36,678.7371966333023
37,489.6564150662725
38,5546.596608029321
39,434.106601656736
40,4342.772745422557
41,5213.855183026502
42,3554.42519707842
43,5605.291769508922
44,3129.262294105407
45,897.6718413416621
46,2292.6429350712147
47,4417.482949932908
48,4691.445090687781
49,6162.496540417584
50,3364.5595427327266
51,4277.85134487241
52,314.66868330119513
53,4993.561908995095
54,1374.4418085664995
55,2310.9778050421464
56,844.1914104982062
57,3490.8002586967245
58,5219.1238058015515
59,2898.3933759852284
60,2619.075116341331
61,4446.13647826579
62,355.72173685699386
63,6331.835385906475
64,2938.585274803434
65,314.29618710694706
66,4610.268712808951
67,2975.515898590995
68,4501.684469986239
69,281.1633253839967
70,965.8887618174612
71,185.42858743331635
72,3637.0930346921714
73,3848.3976992326416
74,4817.4465160933005
75,965.4308497666832
76,3083.596080022283
77,4931.241781353133
78,6117.688100635539
79,790.9266226543948
80,904.1823902397755
81,5920.049070127406
82,3492.193836590329
83,738.5133826726264
84,917.7804990552223
85,2884.2188199892303
86,4484.60098972003
87,2636.611096737244
88,5694.842879631471
89,5343.854642797087
90,4804.752423909588
91,2280.2175314825968
92,3337.6590421744995
93,5939.830620599094
94,1621.27287300372
95,3099.88568210412
96,1286.1113222291237
97,421.1123532081936
98,4906.479779946333
99,4526.50476947174
100,1427.7080088492623
101,3151.1496754312757
102,1220.0662752007217
103,744.7606343398924
104,3735.2718185842505
105,5204.29733364169
106,1012.7686538319381
107,5459.187790429491
108,3172.1972463098155
109,1032.3397494118747
110,5727.395073731467
111,4838.054323431814
112,6983.497527772477
113,4719.255426689133
114,4417.258153787426
115,4409.587011799192
116,3403.451817468703
117,6027.871037148475
118,6473.56257879482
119,896.943196215323
120,298.26872442493675
121,3159.8628303029654
122,4430.083107241115
123,4759.673895005548
124,690.2700769958008
125,5638.887649634871
126,4624.0157826648765
127,5799.847924329524
128,4785.309452085641
129,5513.550287099757
130,2424.8137744996675
131,6588.919119804475
132,5410.782931358244
133,3113.2945755939786
134,3315.3350604625075
135,2783.3309791908173
136,3095.053566531072
137,4967.777713649386
138,4631.38750841772
139,5181.9406436440295
140,4552.267822694036
141,1414.057094707234
142,1467.2089153268012
143,4383.63668492909
144,5833.682195700603
145,5865.2878800730405
146,3139.232160270064
147,3122.9819099184206
148,447.03901972950416
149,2279.544355357578
150,5113.533482193661
151,2918.7720334356973
152,138.35058455842383
153,5003.884671982046
154,4382.616775075266
155,3085.8406501745394
156,342.66632473141584
157,5075.988530162899
158,4485.129073990415
159,4565.482669019199
160,1025.0434465510264
161,3696.7459888053913
162,4755.273202849825
163,3853.502927860339
164,5606.639493291099
165,2300.24626666591
166,5819.1189445139125
167,4441.738857612561
168,2635.82413594166
169,4672.149712855408
170,5405.5823623859405
171,4261.536971415425
172,5097.02947702383
173,435.45207577466
174,3239.582514354669
175,2645.1638112503892
176,784.4556038232812
177,3036.419932256368
178,1478.9468352660158
179,5603.570830995824
180,2530.058589407582
181,441.6657651378768
182,4656.058393635566
183,440.64802240286355
184,5982.273316792577
185,4361.767575423441
186,331.95362558502353
187,570.5534110567307
188,6185.1031853053655
189,528.5588423834438
190,2781.764029723597
191,307.37584521661387
192,866.9780098469928
193,5281.69681508139
194,4440.624884676939
195,5284.698757739075
196,4741.022295383509
197,1504.8000165617646
198,373.83347896847476
199,1698.1529645902995
200,1220.23893908905
201,4297.173106825023
202,4876.5247848803565
203,6725.817650313929
204,948.2390629940596
205,441.1981919938692
206,2490.540114957487
207,5860.336171734938
208,2202.2781451709952
209,659.4005614696964
210,2384.0569542463254
211,4168.305543638582
212,4037.993698060608
213,3690.738738819349
214,5797.034271167834
215,3165.8240979637285
216,5775.994351463048
217,254.9236613904119
218,2388.8742106854784
219,2554.7930704151127
220,5399.512983870717
221,1858.7369370570273
222,425.63279658683416
223,5749.928504296266
224,5928.44585997251
225,280.05959699222404
226,5994.194436326607
227,4192.337485682095
228,787.8833263831731
229,4641.898779591574
230,6257.529655937973
231,2948.9234067957864
232,4486.159073673524
233,4653.719002680453
234,2731.4207403440023
235,954.0686660858147
236,4669.091216348447
237,3359.35422495491
238,2944.9116766243274
239,495.13665827220694
240,1722.0508996953306
241,377.90288112342654
242,6221.933744759829
243,4298.243618087439
244,5828.29691896762
245,5026.050440972614
246,3069.333871772714
247,4760.240755483278
248,196.13892614955012
249,4928.155570586478
250,346.1956362573969
251,5054.928901753534
252,5865.206467497644
253,862.0729022898179
254,5941.422808962292
255,810.0049613875213
256,681.0444246664567
257,2732.1573265997954
258,3765.0916661145357
259,472.01555429531095
260,3072.267218098198
261,2906.5324433309356
262,905.5646216560034
263,5851.586453899209
264,3469.8360462921914
265,2405.6981712522747
266,4344.614409200057
267,2331.42470491591
268,2093.692125135641
269,4692.1802143464865
270,5471.893768840505
271,4379.716301791083
272,4881.932687005426
